,timestamp,open,high,low,close,num_data_points,EMA,ATR,KeltnerUpper,KeltnerLower,SMA,mean_deviation,CCI,StdDev,BollingerUpper,BollingerLower
0,2025-02-27 19:15:00,138.36,138.36,137.74,137.74,5,137.74,,,,,,0.0,,,
1,2025-02-27 19:30:00,137.48,137.65,137.01,137.01,5,137.6704761904762,0.7300000000000182,139.13047619047623,136.21047619047616,,,0.0,,,
2,2025-02-27 19:45:00,136.28,136.28,135.71,135.81,5,137.49328798185942,1.299999999999983,140.0932879818594,134.89328798185946,,,0.0,,,
3,2025-02-27 20:00:00,136.29,136.29,135.99,136.17,5,137.36726055501566,0.47999999999998977,138.32726055501564,136.40726055501568,,,0.0,,,
4,2025-02-27 20:15:00,135.76,135.76,134.86,134.92,5,137.13418812120466,1.3099999999999739,139.7541881212046,134.5141881212047,,,0.0,,,
5,2025-02-27 20:30:00,135.32,136.9,135.32,136.42,5,137.06617020489944,1.9800000000000182,141.02617020489947,133.1061702048994,,,0.0,,,
6,2025-02-27 20:45:00,136.53,136.75,136.32,136.32,5,136.99510637586138,0.4300000000000068,137.8551063758614,136.13510637586137,,,0.0,,,
7,2025-02-27 21:00:00,135.85,136.72,135.85,136.55,5,136.95271529244602,0.8700000000000045,138.69271529244602,135.212715292446,,,0.0,,,
8,2025-02-27 21:15:00,136.52,136.52,135.37,136.4,5,136.9000757407845,1.1800000000000068,139.26007574078452,134.5400757407845,,,0.0,,,
9,2025-02-27 21:30:00,137.43,137.43,136.68,136.68,5,136.87911614642405,1.0300000000000011,138.93911614642406,134.81911614642405,,,0.0,,,
10,2025-02-27 21:45:00,136.71,137.53,136.71,137.47,5,136.93539079914558,0.8499999999999943,138.63539079914557,135.2353907991456,,,0.0,,,
11,2025-02-27 22:00:00,137.48,137.48,137.02,137.02,5,136.9434488182746,0.45999999999997954,137.86344881827455,136.02344881827463,,,0.0,,,
12,2025-02-27 22:15:00,136.87,136.92,136.06,136.92,5,136.94121559748655,0.960000000000008,138.86121559748656,135.02121559748653,,,0.0,,,
13,2025-02-27 22:30:00,136.91,137.02,136.5,136.5,5,136.8991950643926,0.5200000000000102,137.9391950643926,135.85919506439257,,,0.0,,,
14,2025-02-27 22:45:00,136.56,136.88,136.52,136.85,5,136.89450982016473,0.37999999999999545,137.65450982016472,136.13450982016474,,,0.0,,,
15,2025-02-27 23:00:00,136.91,137.8,136.91,137.8,5,136.98074698014904,0.950000000000017,138.88074698014907,135.080746980149,,,0.0,,,
16,2025-02-27 23:15:00,137.26,137.39,136.9,136.9,5,136.9730567915634,0.9000000000000057,138.77305679156342,135.1730567915634,,,0.0,,,
17,2025-02-27 23:30:00,137.07,137.25,136.88,137.07,5,136.98228947808119,0.37000000000000455,137.7222894780812,136.24228947808118,,,0.0,,,
18,2025-02-27 23:45:00,136.87,137.59,136.87,137.52,5,137.03350000397822,0.7199999999999989,138.47350000397822,135.59350000397822,,,0.0,,,
19,2025-02-28 00:00:00,137.31,137.62,137.31,137.62,5,137.08935714645648,0.3100000000000023,137.70935714645648,136.46935714645647,136.7845,,0.0,0.7005221736601122,138.18554434732025,135.38345565267977
20,2025-02-28 00:15:00,137.71,137.71,137.17,137.17,5,137.09703741822253,0.5400000000000205,138.17703741822257,136.0170374182225,136.756,,0.0,0.6705567207846668,138.09711344156932,135.41488655843068
21,2025-02-28 00:30:00,137.18,137.59,137.07,137.07,5,137.09446242601086,0.5200000000000102,138.13446242601088,136.05446242601084,136.759,,0.0,0.6718857985668412,138.10277159713368,135.4152284028663
22,2025-02-28 00:45:00,136.86,137.26,136.86,136.94,5,137.07975171877172,0.39999999999997726,137.87975171877167,136.27975171877176,136.8155,,0.0,0.6343457051830874,138.08419141036617,135.5468085896338
23,2025-02-28 01:00:00,137.07,137.07,136.19,136.19,5,136.99501345984106,0.8799999999999955,138.75501345984105,135.23501345984107,136.8165,,0.0,0.6332894490798081,138.0830788981596,135.54992110184037
24,2025-02-28 01:15:00,135.97,136.44,135.97,136.44,5,136.9421550350943,0.46999999999999886,137.88215503509429,136.0021550350943,136.89249999999998,,0.0,0.46166603331392064,137.81583206662782,135.96916793337215
25,2025-02-28 01:30:00,135.75,135.79,133.83,133.83,5,136.64575931746626,2.609999999999985,141.86575931746623,131.4257593174663,136.76299999999998,,0.0,0.8230181938258947,138.40903638765175,135.1169636123482
26,2025-02-28 01:45:00,132.65,132.65,130.6,132.03,5,136.20616319199328,3.230000000000018,142.66616319199332,129.74616319199325,136.54850000000002,,0.0,1.3407510660270434,139.2300021320541,133.86699786794594
27,2025-02-28 02:00:00,132.6,132.6,131.21,131.48,5,135.75605241180344,1.3899999999999864,138.5360524118034,132.97605241180347,136.29500000000002,,0.0,1.7555790767541284,139.80615815350828,132.78384184649175
28,2025-02-28 02:15:00,130.61,131.98,130.61,131.27,5,135.32880932496502,1.3699999999999761,138.06880932496497,132.58880932496507,136.0385,,0.0,2.0835553495736288,140.20561069914726,131.87138930085274
29,2025-02-28 02:30:00,131.2,131.2,130.64,130.87,5,134.9041608178255,0.6300000000000239,136.16416081782555,133.64416081782545,135.748,,0.0,2.37416932841785,140.4963386568357,130.9996613431643
30,2025-02-28 02:45:00,129.14,129.28,128.7,128.7,5,134.31328835898498,2.170000000000016,138.653288358985,129.97328835898495,135.3095,,0.0,2.8093855387367697,140.92827107747354,129.6907289225265
31,2025-02-28 03:00:00,128.75,129.17,128.25,129.07,5,133.81392756289117,0.9199999999999875,135.65392756289114,131.9739275628912,134.912,,0.0,3.101830698831052,141.1156613976621,128.7083386023379
32,2025-02-28 03:15:00,129.51,130.78,129.51,130.39,5,133.4878392235682,1.710000000000008,136.9078392235682,130.06783922356817,134.5855,,0.0,3.220739495013081,141.02697899002615,128.14402100997384
33,2025-02-28 03:30:00,130.63,130.63,129.1,129.1,5,133.06994977370456,1.5300000000000011,136.12994977370457,130.00994977370456,134.2155,,0.0,3.4087927713334345,141.03308554266687,127.39791445733312
34,2025-02-28 03:45:00,128.85,128.85,127.93,128.76,5,132.65947836668508,1.1699999999999875,134.99947836668505,130.3194783666851,133.811,,0.0,3.556513520437261,140.92402704087453,126.69797295912548
35,2025-02-28 04:00:00,128.2,128.2,127.4,127.4,5,132.15857566509604,1.3599999999999852,134.878575665096,129.43857566509607,133.291,,0.0,3.69998421049269,140.69096842098537,125.89103157901462
36,2025-02-28 04:15:00,126.76,126.89,126.53,126.53,5,131.6225208398488,0.8700000000000045,133.3625208398488,129.88252083984878,132.77249999999998,,0.0,3.889372666233291,140.55124533246655,124.9937546675334
37,2025-02-28 04:30:00,127.54,127.76,127.22,127.34,5,131.21466171224415,1.230000000000004,133.67466171224416,128.75466171224414,132.286,,0.0,3.931834177581836,140.14966835516367,124.42233164483633
38,2025-02-28 04:45:00,126.76,127.58,125.57,127.58,5,130.86850345393518,2.010000000000005,134.8885034539352,126.84850345393517,131.789,3.638949999999999,-77.11015540197018,3.8630406622109827,139.51508132442194,124.06291867557802
39,2025-02-28 05:00:00,128.42,128.54,128.15,128.15,5,130.60959836308422,0.9599999999999937,132.5295983630842,128.68959836308423,131.3155,3.7554499999999984,-56.193887106294085,3.687077683220966,138.6896553664419,123.94134463355806
